userId,movieId,rating,timestamp
15,15,3.0,1112829629
15,1,2.5,1183298730
15,11,4.0,1065807088
15,2,3.0,1124423582
15,12,3.5,1202227515
15,4,2.5,994648932
15,13,4.5,1073268175
16,11,5.0,1027452649
16,10,4.0,979355617
16,9,5.0,1192825684
16,7,2.5,1024563969
16,13,2.5,1105402291
16,3,4.0,1172967586
16,15,2.0,1127677789
16,14,2.0,1065805166
16,5,4.5,1117443173
16,12,4.0,1127400292
16,1,3.5,1188826539
16,4,5.0,1006783529
17,4,4.0,1099680050
17,15,4.0,985780156
17,5,5.0,1218284539
17,1,2.0,1097283584
17,2,3.0,1142724201
18,12,4.5,1118748021
18,5,3.0,1226008000
18,8,4.0,1217947078
18,9,2.5,1203785725
18,15,3.5,1015111745
18,13,3.5,1010947645
18,11,3.5,1096980171
18,4,3.0,997773944
19,7,2.5,1046243117
19,2,2.5,1103856881
19,4,2.5,1178735946
19,11,2.0,1085206264
19,5,3.5,1021999994
19,14,4.5,1201757665
19,3,2.5,1021643215
19,6,4.5,1094135754
20,6,3.5,1167050760
20,7,2.0,1081471707
20,4,3.0,1117197592
20,15,4.0,1057610358
20,12,4.0,995557929
20,2,2.0,1224870890
20,11,5.0,1039651957
20,1,2.0,1000865024
20,3,3.0,1051293093
20,5,2.0,1221475327
20,13,5.0,1027034830
21,13,3.0,1002314828
21,3,3.0,993742154
21,7,5.0,1163038776
21,11,2.5,1092470172
21,5,2.0,1050488581
21,15,2.0,1148606058
21,14,2.0,1193485536
21,8,3.0,1000779462
21,6,4.0,1208142125
22,2,3.0,1145187250
22,5,2.5,989897939
22,15,4.0,1168764812
22,8,2.5,1230126259
22,1,2.0,1021638661
22,6,3.0,991823702
22,9,2.5,1032461750
22,7,3.0,1147057613
23,9,5.0,983175621
23,13,3.0,988218516
23,4,2.0,983248311
23,5,4.5,1114035456
23,8,4.0,1029156840
23,15,4.0,1105742589
23,3,2.5,1229191277
23,12,3.5,1006829681
23,10,4.5,1198127201
24,11,3.5,1071595326
24,8,2.0,1202977346
24,9,2.5,982126582
24,7,2.0,1146192502
24,13,4.5,1214484083
24,5,3.0,1093926079
24,4,2.5,993171616
24,15,2.0,1156870694
24,3,5.0,1080542175
24,2,5.0,1114113015
24,6,4.5,1053980888
25,12,2.0,1048963773
25,5,3.0,1066595445
25,1,4.0,1065147969
25,8,2.5,987546721
25,3,3.0,1036782921
25,11,3.0,1027412385
25,14,2.0,1068315208
25,15,3.5,1000819200
26,5,4.0,989484888
26,9,3.5,984338227
26,11,3.0,1059970026
26,4,4.5,1040794343
26,12,2.0,1135491315
26,14,4.0,1207341880
26,1,5.0,1019975179
26,2,4.5,1217959488
26,3,4.5,1188764431
26,10,4.0,1082860031
26,8,5.0,1065846130
26,13,4.5,1110958320
27,5,4.5,1093524497
27,12,4.5,1166487559
27,10,5.0,1114005139
27,11,2.5,1222546106
27,3,4.0,1180396238
27,1,4.0,1130900052
27,9,5.0,1196512628
28,14,4.5,1150874417
28,11,2.5,1001141631
28,10,2.0,989537272
28,12,2.5,1149325565
28,15,3.0,1006463301
29,14,3.5,1192430307
29,8,2.0,1179160954
29,9,4.0,1219316808
29,1,4.0,1002980473
29,11,4.5,1119494406
29,12,2.0,1178479810
29,13,4.5,1105500402
29,4,3.0,1195523013
29,15,2.0,1205432267
29,3,3.0,1041324785
29,10,4.5,1181355693
30,4,4.5,1055426650
30,12,5.0,990848683
30,11,4.0,1148164034
30,8,4.5,1031528100
30,14,2.0,1139282158
30,7,2.5,1067359621
30,2,3.0,1153194922
30,13,4.5,1164295391
31,10,2.0,1164107043
31,15,2.5,1159683893
31,3,3.5,1056376191
31,1,4.5,1116956494
31,8,3.0,1103031985
31,12,3.5,1103481963
31,11,5.0,1010110368
31,5,4.0,1031785772
31,6,3.0,1001346326
32,1,2.5,1178951793
32,5,4.0,1048578808
32,8,3.0,1013895902
32,2,4.0,1198475327
32,9,4.5,1114865022
32,13,3.0,1216365249
32,14,2.0,1167100598
32,7,3.0,1040411563
32,12,3.5,1219276036
32,10,3.5,1084085184
32,15,2.0,1020998759
32,11,2.0,1110288668
33,7,5.0,1069104367
33,5,5.0,1085206986
33,12,2.0,1230597391
33,3,2.5,1169700806
33,15,2.0,1220312431
33,6,4.5,1056101442
33,11,3.0,1078217583
33,10,2.0,1083768124
33,1,3.5,1211831310
33,13,4.0,998808655
33,9,3.0,1226714329
33,8,3.5,1181144969
34,14,3.5,1115460582
34,1,3.0,1029262215
34,5,5.0,1078520184
34,2,5.0,1093122631
34,15,2.0,1196259461
34,13,5.0,1147654802
34,3,3.5,1223495356
34,4,4.0,1125732309
34,9,2.5,1171458794
35,1,4.5,1211698950
35,12,3.0,1108645568
35,7,2.0,1223087699
35,8,4.0,1012474872
35,10,2.5,1105050951
35,3,3.5,1070551294
36,5,3.5,1127904904
36,15,4.5,1084162294
36,12,2.0,1023217966
36,13,4.5,1021694460
36,11,2.0,1034100355
36,14,4.0,1221491760
36,7,5.0,1111732764
36,4,4.0,1037362579
36,3,3.5,1221572153
37,13,4.0,1002752951
37,8,3.0,1042490052
37,7,3.0,1047652330
37,3,5.0,1131205599
37,9,2.5,1216469750
37,4,2.0,1179534680
37,10,5.0,1089105232
37,2,3.5,1089401025
37,14,4.5,1119005315
37,12,2.5,1079464147
38,6,4.0,1120362940
38,13,4.5,1190447733
38,1,5.0,1206102993
38,8,2.5,1003156628
38,5,3.0,1219030268
38,10,2.5,1081529743
38,15,3.5,1151653392
38,3,3.5,1094220276
38,9,3.0,1206116788
39,3,4.0,1109786227
39,1,2.0,997932800
39,7,3.5,1228008996
39,12,5.0,1119996719
39,8,5.0,1103968438
40,4,4.0,1186837203
40,13,2.0,978666693
40,2,5.0,1012029391
40,15,2.5,1131142392
40,3,2.0,1151576636
40,11,4.5,1059845928
40,9,2.5,1146467494
40,14,3.0,1120101872
40,7,4.5,1095721862
40,6,4.5,1183342826
40,12,2.0,1004994507
40,1,2.0,1058924396
41,7,3.5,1053087097
41,5,3.0,1151326954
41,4,5.0,1215536284
41,10,2.5,1105888505
41,1,4.0,1041320081
41,11,4.0,1044619230
41,9,2.0,1088844445
41,14,4.5,1152689089
42,1,4.5,1092203177
42,15,3.0,1039177422
42,4,3.5,987452957
42,8,4.5,1069045026
42,11,4.5,1091192368
42,7,3.0,1161525098
42,2,3.5,1031471599
42,5,2.0,1192260296
42,9,3.0,1176708489
43,4,3.5,1037743102
43,8,3.0,1182437309
43,15,3.0,1007561628
43,5,4.0,1111380830
43,13,4.0,1028581507
43,11,2.5,1108505352
44,15,3.5,992215838
44,11,4.5,994442435
44,1,2.5,1083881489
44,10,3.5,1219399977
44,3,4.5,1215485177
44,7,3.0,1174989038
44,13,2.0,999603356
44,4,2.5,1066680430
44,9,2.5,1028098048
44,5,4.5,1229523790
44,2,4.0,1178635646
45,1,3.0,999979644
45,5,3.0,1091092057
45,11,2.0,1128926895
45,12,5.0,1033974167
45,7,3.5,1074031927
45,6,5.0,1198839489
45,10,3.0,1198956087
45,8,5.0,1094384735
45,2,2.0,991522414
45,15,4.5,1105394539
45,9,2.5,1078349757
45,14,4.0,1225128124
46,4,3.5,987656153
46,6,3.5,995098674
46,14,5.0,1225281215
46,12,2.0,1047292195
46,8,2.5,1178898274
46,1,2.0,1219503159
46,7,4.0,1069318285
46,15,3.0,1051398911
46,9,3.0,1143918901
46,13,2.0,1048676387
46,11,4.5,1170670442
46,10,4.5,1063255426
47,5,3.5,1170384676
47,1,3.5,1186701658
47,12,3.5,1190310017
47,10,3.0,1223527591
47,11,3.5,1197021277
47,2,3.5,1013923337
47,14,3.5,1027407377
47,4,2.0,1193737792
47,9,4.5,1059720441
48,10,4.0,1031265480
48,4,3.5,1180401208
48,6,2.5,1044686105
48,13,3.5,995676639
48,8,4.5,987390222
48,12,3.5,1126635994
48,2,4.0,1065745092
49,7,2.0,1091327507
49,2,3.5,1168827746
49,14,3.5,1024790837
49,5,2.5,1013983436
49,10,3.5,1102028281
49,13,4.0,1217546471
49,4,4.5,1041364430
50,13,3.0,1078418651
50,14,3.0,1176423467
50,5,3.0,1031769683
50,15,3.5,1044718750
50,12,2.5,1044158034
50,10,2.5,1019457114
